6620165,4860672,398592,3146496,16321536,15860480,7078656,11350272
8681988,1127681,4581120,5423104,9586944,16219136,14311424,2301444
11113475,6445057,7688448,2632448,8857856,15546624,4668672,8648962
6113814,10144012,2971908,6922241,14337792,14912512,2008576,16433666
7712014,3604224,3616000,11935744,4132096,9374464,5512704,1823488
5683715,5521921,8746240,14857728,1199616,16325888,12455936,7203328
4234761,5982978,13150208,9024513,10377472,3943936,13249792,5478402
12122882,4452096,3808768,14815744,5526528,10946304,16322816,13803520
7352589,13616386,16558336,7041024,15819520,2051840,921600,1939203
1095437,15701506,14495488,13765120,6959104,6229248,8267008,10996224
8685089,2648578,1460992,588544,15063296,2700032,9016576,3875843
6722561,5385473,1647872,7419904,276736,10294784,3279616,7238656
15362050,7205890,2180608,1880832,14470400,7016705,14961408,4836098
2493448,11152129,13319936,1592064,12877312,8946688,2567680,12267523
1708545,1183491,16096256,2873088,3037440,15815424,12134144,13668353
11854351,8169216,10886400,15219200,4200448,13571072,8523520,1682688
2903818,12900097,9185280,10760448,135168,13241088,12325376,8880640
283907,15448576,10032640,3427840,5768192,13048064,12916992,8961536
5111051,14063617,5166592,13459456,468480,4367104,5260288,5175298
16014344,11702273,12848384,15760896,13310720,16715776,10295552,1997312
6524948,14522880,4065795,932352,16617216,1486848,1782272,7360771
10247186,512512,14236160,7545088,9833472,10161920,4787200,15044096
12542473,4328451,4036608,15427841,12854784,5263616,9380352,4232450
14131748,6580225,9777152,3306752,1064704,339456,11667712,12998400
5490955,6140675,96512,6812416,13418752,5346304,667392,16733953
10010380,7593472,729344,2191360,7347456,9772288,14222592,506112
5967371,14108930,2447617,15778048,14996480,14173696,15672576,146434
2585871,16495104,12599040,11874048,13721344,3840,8848896,13931776
13157130,4609794,2903296,13314048,16739840,12853248,9440768,14252288
1745159,4282624,15991296,7668992,12850688,787968,5505792,12462336
4879381,12206081,15572480,4399872,5771008,16388352,14419456,2684672
3402514,4992768,8132096,6756096,4656896,5117184,8194304,8801280
774144,6644737,1600768,9870592,1471488,8014848,10694912,7350275
5281792,9718785,10152704,6996736,4006144,15358208,10507520,13473538
14861573,7112960,10030080,271104,15599104,4066304,722688,2143488
12733201,13689603,1809152,16620544,13055488,1917440,732672,8515074
15388447,4781571,3136769,6947330,287232,11221760,7608832,6704898
8577536,7122432,14559744,2616320,5323264,11477248,3741952,10571266
96520,13717761,1805056,3859712,8203776,9447680,673280,10238722
9306883,1650176,16326144,5770240,15470592,15665408,8324352,7244800
4061956,181760,1853696,10103297,136960,15283456,3087872,3373570
5580813,955138,13478656,13954304,4097536,1720576,1445888,11530241
7432450,9644544,14031616,4353792,12258304,11471616,9311232,556544
14169344,4739584,11035136,16184064,4922880,15608832,2173440,9675009
15570177,15493888,2630144,9340416,11874048,5258496,10568704,13603074
5583360,2236416,2234112,7469057,3097088,8404480,2756864,15159554
13420035,2928387,9904128,10103041,12471552,15700480,8397824,447234
11475968,528896,4659712,9480960,1123840,11155712,13440512,1683458
8569098,10311424,14421760,6142465,14901761,15874048,10949120,1266946
8084737,5720576,4391936,2031872,3017984,14353664,3608064,15084032
279299,1261312,1967872,1315584,9966336,2033664,3214080,7149056
13095939,283906,14364672,2700288,4599040,13506816,16722944,7630080
2166562,3365124,1009920,2200064,10324480,7172096,12890624,1539842
12313857,10324992,1673728,14437120,6889984,13055744,1676288,12427266
6850820,4097536,5709312,3949312,6036224,11676928,9838848,6319616
3168527,7300362,8772608,6651904,13658368,8289792,5004544,2168578
676624,16529922,15072000,11598592,13587456,3759616,8139776,14547970
2674969,6333698,12561920,4585216,15612929,3247360,8428544,2782210
5622024,8176128,7288832,2802432,12921600,1917185,15810560,7202049
13673995,15042048,1978880,12067072,4136448,1577728,2624768,5863424
12146958,4602114,9554944,6788864,8928000,7963392,4399616,15307522
11478533,2834433,14446848,3902976,14039808,8354816,11739904,7092482
11316743,729350,7946497,7955968,7965184,5654016,2520576,13958658
14086401,4665856,12781056,11275008,11668736,9308416,14287104,8398080
3295489,10855680,6295296,16719872,8721664,5117184,10357760,4180224
1230336,7569408,12782848,8719616,7020032,5708544,9506560,6060800
753668,14713857,225280,12607744,15540736,12871168,13582592,1897474
9230861,458250,10429953,11365376,13517824,568320,11352576,7173889
15967258,31747,6972673,6327808,8994304,9727744,4623872,6985986
6871563,10247680,423680,2878464,13132544,7763968,3812608,6828289
15787541,7153924,1079040,14048512,16132352,16335104,1725440,11979009
3501325,2052608,16318976,8985600,9703680,7409152,3282688,6993920
13712401,4648706,9590273,3695616,11347456,5989376,6300416,15676418
4685058,6301955,8513792,13705984,8082432,4488192,14361856,1478146
5045779,15318280,11430656,9758208,15622144,11298304,993024,3925506
479488,13509632,8075520,8902912,14880512,5850624,11822848,4801281
429326,10567937,16600576,16402177,5776640,11586816,15082752,9165825
622340,12807426,7371776,10389248,11670272,1680128,9127936,5280514
9855750,2818561,10426624,15672576,12523520,14355968,1250560,289792
9249038,4021261,909312,1653248,16272640,11504896,6120448,14387203
7676955,10843143,5312256,157952,5738496,11305728,15152128,1056002
10003720,4923138,1368064,12942592,13839616,11124736,4072704,2723331
15963909,6367745,9205760,6135808,7687680,15834624,8073984,14214401
10526209,11656960,1055232,11931648,15351808,15100416,2438912,13682945
16439576,11333378,9739265,210944,12428032,8868097,12340224,7382529
4534026,3209217,3679232,6306304,1116416,9967872,12324864,10330368
2140699,6683906,5421056,2152192,8286976,4886016,4347904,3935490
