3294218,10600448,9189120,1661696,14619136,12127232,8523264,7725056
5805826,12877056,5706752,5579520,2496768,10358784,12391680,8059904
6060557,6122754,12646400,3424000,6979072,3950592,15408640,6913283
5895957,14986249,4853249,12030208,12290816,2245120,10046464,6315780
6791169,5411072,9839360,2256640,856064,6751744,8063744,4438272
6568198,2052100,12089088,4117248,1079808,5453824,11086848,3134979
4588291,13541123,14235392,14565888,14826496,3223296,1057792,10390021
13980694,6431233,13768960,9884672,11506944,1915904,8800256,15078660
5352455,14288385,2827264,11735296,1838080,2625536,1836288,3408385
232477,12429318,14878209,4087297,2455552,8608000,14236416,4268035
13744902,14824961,2439680,4972288,13654528,4934656,14553856,11488772
14866700,2979841,7996673,13297920,11479552,12523264,1646080,11769860
15645971,42752,4547840,6758656,5516544,16452864,592384,1049601
3548178,5529856,12993280,6294016,10885120,11340032,14027264,14614016
4245257,8881924,4477184,3387392,10441472,7287808,15876352,16001797
14290180,16571393,2331392,15148034,15288064,14832128,1251072,2548483
14819330,13832448,16716800,3295488,10556672,9964288,10486528,16594433
11698696,9711362,5800960,229632,1472256,9317120,2561280,4305667
2850817,603392,6956800,6271744,4462336,997120,10627072,2085123
3217665,6181890,12867840,10917632,11882752,7153664,14948352,1285891
15916034,14769153,11404800,8332288,11602176,9963264,5180416,15618817
4496131,10621698,10604288,1508609,6449408,5259008,12198912,1386244
7697666,15748867,9170176,2322178,1841408,1579008,7998208,9749251
14923782,13296896,16029440,9041152,16586752,4604928,8853504,2279940
2106368,11556608,15167232,13866496,12064000,6109184,6100224,833540
8669954,7806976,15735040,4723456,10487296,13632768,8520448,16599040
11337989,1968385,8541952,13512192,13462016,14294272,8594176,9167876
11524609,4598272,1245952,9371904,3147776,14615552,5112576,11816704
13296392,523520,4668416,11229184,16010496,1388288,14160384,13455619
5409536,11560960,11145216,16124928,12329728,14555136,15078144,7379973
14717698,9538048,1641216,1710336,1449728,8524544,2362368,12824064
63501,11792387,3251200,1124608,5390592,6051840,2310144,16514050
11827978,16551169,7150080,16339712,1170432,6047232,13970176,5959426
2659844,8183808,3807488,14488064,16654848,4721664,3081472,4985345
12178177,1303296,12984064,6097664,657408,11667712,131840,15544832
5327374,1854465,9125376,14064640,13537792,2504960,9705728,10511364
9699844,13261057,11802624,12609024,11158784,14486784,1640704,4652800
8716812,11480321,7740416,8132352,4265984,14688000,658432,12732673
11089158,2059010,13630208,11484160,15408384,10102528,10572032,6953987
10543113,4345857,12001024,667136,10752000,8263424,9307904,15552001
8116224,3259136,2753792,2373632,2298880,4001792,4196096,16654337
16120331,6613766,1195010,10302720,8738304,800512,7676160,16688132
12386053,192512,9974528,804352,4292864,6962176,468736,14100485
15659531,7070464,4202752,14828800,14178560,16520192,13636352,13180417
1845263,6457089,12036864,13890048,6241280,4527616,3872512,2670595
2409233,7371009,4994560,15350528,7741696,16519680,9311488,13214211
7902466,11054080,7672320,16651264,15534080,16386048,984576,3472384
5283609,10524162,3553536,8165632,14424832,1521152,9382400,1882116
14437635,1786881,6825472,1252864,6689024,5114880,6359808,10496769
5309457,8988422,13468928,5656576,11000832,9910784,9840384,9093892
1859328,7284736,16145152,9431808,16138752,16592384,8395776,613892
14701825,12981760,14689024,15241728,4919040,8653568,5835264,7807233
1005826,14807808,13384960,12387840,14240768,14880256,13241088,5387265
13741576,6275072,13436672,5645312,12590080,3542272,5768960,4790017
2404630,13144323,8747264,15442432,10114816,8858880,12524544,7353092
13122589,15241216,8587520,13840896,6957312,14291712,14091776,12924929
14013699,741376,7738368,659712,13632000,9044992,1769728,16072960
9391362,13411585,6949376,3419136,1122560,15732224,11143168,15736321
11981316,13577729,13228544,12165376,15876864,3477248,6951936,1788420
5419776,16412416,5256448,9379328,4723712,9832448,6358016,10494209
5311502,7710211,1869568,3062529,9079296,11879680,8859648,861700
16329473,7548672,13108992,658432,5049088,12125696,10420992,346112
5204744,7910144,15222016,3753217,5003520,16388864,9244160,9466884
13423105,9621248,2862592,2263040,12747264,6772736,5904128,172292
6566937,4442882,13074433,11352832,14972160,3750912,10619392,13219588
5833729,12008960,9309184,9181952,3935232,10291968,16188416,7347201
8249098,12190213,7046400,3392512,14565120,8396800,2890496,6835205
1277189,8897283,8862721,8941312,10567936,10963456,6035456,9184773
9824257,6807808,1064448,1055488,15401216,7807232,1640192,13761536
12709634,3081220,13433088,2416128,12062976,4923136,10295296,600324
5404677,8088576,10644224,15095808,6167552,6627584,15603200,1011460
7951369,6000640,7240192,1865472,11444992,11277312,1056512,14602244
1959168,15556096,2784000,2783488,8720896,3492096,9514752,11855620
427011,3897344,12914176,343808,6099712,2361600,4915712,4581120
15401228,2867456,4396032,2564352,10031872,5441536,15270912,8532481
12797463,4794369,5115136,15475968,8719104,15140864,460288,4453632
12963585,11484928,5964544,277760,11732480,16387328,8258816,7986688
1582596,14712833,15443712,923905,78080,16586496,5246976,10470404
9380618,9706754,8386816,8478720,2693888,9772288,12260864,1677317
7418880,5131264,8068864,14741505,8409600,1320960,269056,537605
3976450,14243073,2702848,10476801,4008960,6572032,9573888,47619
1187077,2103296,7414016,9377792,14616064,13374720,10028032,16271361
4633348,448256,9918720,13416192,14097408,14625024,11218944,15235332
7588609,14110208,798208,12470784,3868160,11736320,5834752,13443585
4265986,15550720,10885120,14689024,13961984,2559232,67072,9515521
15261956,3133184,12353280,8934144,1390848,9450496,1192192,9598212
8764166,13274881,7617536,14436096,2704384,12663040,5706240,5301763
12586752,12921088,15871744,14145537,4209664,6688768,10226944,16703491
41992,15638016,1578496,11474688,12591104,3018496,10356224,1242368
15059203,7758336,2231552,10880512,11470592,15926016,9044992,1644033
3223041,10305536,596736,5934848,8984320,11212032,5508096,8615684
7363841,1387521,2898944,11429888,13710592,14170624,724736,5960451
12285696,871424,7870720,10303232,16615424,3810304,1379328,15892740
2367488,16198144,1717504,1687040,14305280,8921600,10688768,8234755
3231488,2703104,15865088,12206592,3676160,16128256,1526272,10391811
12178432,13980931,339969,2058753,4228864,15219200,4474880,9373442
9047812,12266240,16198912,6883329,6501888,466688,16074496,4349187
16199430,5851651,5283072,16216064,5674496,14228992,5837056,6988035
6178561,633600,15112192,1101824,12724992,13375488,10360064,4182532
7699201,2644480,132864,10032640,9374976,13372160,15926528,11132928
11181316,14645762,15194368,2363905,9049088,14372864,12851712,13588740
10270466,13254656,16002816,12603392,4728320,12206592,142848,13071876
2429698,6444801,13713152,7915009,9449984,4204800,3019776,10695428
11429633,11047936,2504960,16566528,14370304,7152128,9963008,6492420
14514945,12925952,1640704,16327936,14421760,10486784,13894400,5257985
5214213,7155457,7016448,10755842,8589056,7017472,1248000,16200195
8036609,10251776,5449984,1067008,13249792,10755328,15470080,3535620
4592137,12800768,12334080,5323520,8072448,732416,9770752,6148099
8383488,4531200,8850432,16266240,16388096,2102528,5964544,12978177
4571666,9458688,8265216,10949632,4261120,15731712,9438720,3665664
12518915,6915585,13583872,7505664,14440960,7675392,13899776,15304452
7713280,16584192,2492928,7081728,9372672,12387584,11927808,85504
5986066,14513667,11173632,14788096,489984,13330688,4328704,13784836
6612995,7298049,14360064,4373760,1129984,5126656,9587712,14051588
4807937,1990400,5377280,13632256,16056576,5833216,12648704,8075264
10794505,12558082,7963392,7284224,1193984,15151616,4526592,2694148
13640452,11180800,12351232,16071424,15533056,13632512,5901056,6296833
9074968,13206018,4738816,7410688,201984,14098176,5456128,5646340
12286466,10322176,10295808,15817728,15406336,15994112,9897216,10230017
297489,9739523,3897600,1829888,1474816,2633216,3805184,5006596
7214081,12012032,592128,12209408,6952192,13640960,13312000,3807236
15370254,16534531,4821504,11183360,346880,4862976,10500096,15779844
5576209,4534018,9334272,5660160,734976,5073408,13252864,12943363
10314242,9326848,8522496,10947840,10166784,7867392,8391936,15968000
11827200,14115584,14429184,4985600,10947584,11733504,1280,16313088
6428419,7093760,6755072,139264,15076608,2951424,4988160,16058113
3717122,3213056,11801600,12192768,14418432,3802368,3277312,2242560
15243266,2957056,11341056,3938304,10888448,5637376,14486528,7679489
4981505,15149056,14621696,5441024,7799808,7602944,6291712,7225600
15426063,14325760,15114240,14212608,11743744,4666624,16391168,3107588
5868290,14767619,9819904,16648705,3652608,14095360,16650496,12487172
14472452,15583232,14038528,15872512,5903616,4594688,15009280,3541249
855042,3932673,6107392,12637952,11881472,5379840,9584384,8655364
7511299,4723457,3076352,7375616,8476416,6039296,10426880,10757891
15425540,8914945,7550208,7882752,11149568,11798528,68864,2175233
13914375,7875598,10725377,16632321,2002176,15582976,13607680,6060291
13775895,240392,3685632,1989888,4279040,1591296,14242304,13272836
8859905,13973761,13065216,11276544,8141312,2565120,6430720,7571972
